ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
000001.SZ,20260629,10.22,10.32,10.02,10.24,10.23,0.0978,1124139.78,1144166.87764
000002.SZ,20260629,2.96,3.09,2.94,3.04,3.01,0.9967,1558534.53,470554.21362
000004.SZ,20260629,0.28,0.31,0.27,0.31,0.28,10.7143,93218.0,2794.103
000006.SZ,20260629,7.17,7.41,7.08,7.33,7.17,2.2315,226755.25,165207.80222
000007.SZ,20260629,12.63,12.78,12.2,12.29,12.66,-2.9226,59304.0,73377.78
000008.SZ,20260629,2.25,2.38,2.17,2.35,2.25,4.4444,491415.32,111727.01872
000009.SZ,20260629,6.17,6.21,5.93,6.14,6.19,-0.8078,310221.78,189589.3839
000010.SZ,20260629,1.77,1.81,1.69,1.7,1.78,-4.4944,196092.24,33566.14656
000011.SZ,20260629,6.63,6.68,6.47,6.58,6.63,-0.7541,36383.53,23967.73586
000012.SZ,20260629,4.73,4.94,4.57,4.69,4.8,-2.2917,1154889.97,545443.37473
000014.SZ,20260629,9.27,9.3,8.97,9.18,9.28,-1.0776,54148.0,49574.0286
000016.SZ,20260629,2.3,2.33,2.19,2.19,2.31,-5.1948,290160.74,64348.39126
000017.SZ,20260629,5.09,5.56,4.87,5.56,5.05,10.099,215092.91,115464.74114
000019.SZ,20260629,5.69,5.8,5.55,5.8,5.69,1.9332,69308.66,39475.63646
000020.SZ,20260629,10.79,10.88,10.43,10.76,10.85,-0.8295,43758.0,46804.254
000021.SZ,20260629,56.0,58.86,55.55,58.86,53.51,9.9981,2396365.82,13770298.1016
000025.SZ,20260629,14.36,14.36,13.12,13.32,14.48,-8.011,90744.23,122717.26146
000026.SZ,20260629,19.68,20.01,18.96,19.58,19.72,-0.7099,104422.51,202866.86718
000027.SZ,20260629,6.37,6.4,6.17,6.35,6.41,-0.936,373463.58,235370.50466
000028.SZ,20260629,19.09,19.65,18.7,19.4,19.1,1.5707,27242.45,52533.52523
000029.SZ,20260629,24.2,24.33,22.03,22.06,23.34,-5.4841,112308.99,255754.95828
000030.SZ,20260629,3.92,3.95,3.81,3.92,3.93,-0.2545,97523.39,37948.38588
000031.SZ,20260629,2.18,2.2,2.08,2.16,2.17,-0.4608,334342.12,71910.698
000032.SZ,20260629,24.98,25.22,22.39,24.08,24.22,-0.578,856145.61,2033198.27813
000034.SZ,20260629,26.63,26.98,25.34,25.81,26.62,-3.0428,403099.72,1050637.56689
000035.SZ,20260629,4.9,4.94,4.77,4.88,4.95,-1.4141,354737.22,172927.89736
000036.SZ,20260629,4.46,4.55,4.34,4.47,4.48,-0.2232,232775.6,103672.46175
000037.SZ,20260629,8.8,8.99,8.5,8.87,8.87,0.0,209835.0,184292.487
000039.SZ,20260629,8.39,8.4,8.0,8.19,8.43,-2.847,435119.99,354747.34291
000042.SZ,20260629,8.36,8.46,7.82,8.21,8.34,-1.5588,106021.11,85374.27912
001914.SZ,20260629,8.32,8.48,8.17,8.36,8.33,0.3601,93979.99,78665.44964
000045.SZ,20260629,9.91,10.13,9.79,9.95,10.0,-0.5,73384.0,72885.154
000048.SZ,20260629,21.81,22.3,20.51,21.21,21.73,-2.393,252256.45,535958.90318
000049.SZ,20260629,22.9,23.12,22.35,22.82,23.1,-1.2121,77896.63,177094.21669
000050.SZ,20260629,9.96,10.13,9.25,9.48,9.88,-4.0486,1096656.94,1054622.97188
000055.SZ,20260629,3.32,3.39,3.23,3.33,3.36,-0.8929,147417.33,48863.09289
000056.SZ,20260629,2.17,2.17,2.1,2.17,2.07,4.8309,305633.0,66229.276
000058.SZ,20260629,6.13,6.15,5.93,6.1,6.13,-0.4894,85985.95,52138.54863
000059.SZ,20260629,3.82,3.85,3.69,3.82,3.83,-0.2611,255946.99,96969.55418
000060.SZ,20260629,7.71,8.07,7.66,7.82,7.68,1.8229,2636690.16,2076739.51982
000061.SZ,20260629,5.31,5.63,5.18,5.51,5.31,3.7665,314406.53,171139.83815
000062.SZ,20260629,30.54,31.27,29.08,29.7,30.77,-3.4774,434285.6,1301222.38131
000063.SZ,20260629,35.35,36.18,34.73,35.2,35.67,-1.3176,1179959.53,4156144.51359
000065.SZ,20260629,10.2,10.22,9.83,10.01,10.4,-3.75,207887.41,208529.65108
000066.SZ,20260629,18.57,19.35,18.0,18.99,18.57,2.2617,2619825.89,4899631.04568
000068.SZ,20260629,2.8,2.91,2.74,2.81,2.83,-0.7067,183142.0,51467.589
000069.SZ,20260629,1.63,1.67,1.57,1.66,1.63,1.8405,596661.06,96872.09918
000070.SZ,20260629,21.89,22.35,20.06,20.37,22.29,-8.6137,1071878.99,2235147.38495
000078.SZ,20260629,1.36,1.37,1.32,1.34,1.39,-3.5971,779124.53,104003.25949
000088.SZ,20260629,4.07,4.09,3.98,4.08,4.08,0.0,155431.8,62711.379
000089.SZ,20260629,6.13,6.2,5.95,6.14,6.13,0.1631,135988.0,82954.605
000090.SZ,20260629,3.15,3.15,3.03,3.11,3.15,-1.2698,214409.26,66356.68456
000096.SZ,20260629,6.98,7.04,6.79,7.0,6.98,0.2865,65602.0,45560.168
000099.SZ,20260629,14.6,14.79,14.3,14.48,15.09,-4.0424,126740.27,184134.04216
000100.SZ,20260629,5.43,5.57,5.2,5.29,5.4,-2.037,17084609.05,9143344.96118
000151.SZ,20260629,11.04,11.11,10.48,10.8,10.99,-1.7288,111602.96,120024.39637
000153.SZ,20260629,5.01,5.25,4.95,5.2,5.02,3.5857,114506.8,58555.8182
000155.SZ,20260629,11.99,12.1,11.67,11.89,12.01,-0.9992,277085.21,329798.5034
000156.SZ,20260629,6.5,6.55,6.34,6.43,6.51,-1.2289,96559.41,62075.12944
000157.SZ,20260629,7.25,7.31,6.93,7.21,7.31,-1.368,975776.62,697615.2536
000158.SZ,20260629,12.65,13.0,12.48,12.73,12.71,0.1574,284258.04,361202.55644
000159.SZ,20260629,5.37,5.37,5.2,5.29,5.33,-0.7505,103535.69,54817.67488
000166.SZ,20260629,4.4,4.48,4.36,4.46,4.4,1.3636,1275809.44,565641.24554
000301.SZ,20260629,11.24,11.52,11.0,11.3,11.39,-0.7902,244596.81,276176.09851
000333.SZ,20260629,75.79,77.99,75.14,77.27,74.83,3.2607,743258.28,5697834.97837
000338.SZ,20260629,27.6,27.87,25.78,26.19,27.95,-6.297,1569532.22,4127797.02156
000400.SZ,20260629,21.12,21.66,20.77,21.59,21.33,1.2189,173936.89,371138.74556
000401.SZ,20260629,3.4,3.44,3.3,3.43,3.4,0.8824,109157.0,36908.456
000402.SZ,20260629,2.53,2.55,2.48,2.51,2.56,-1.9531,556638.91,139917.96653
000403.SZ,20260629,8.83,9.46,8.54,9.17,8.86,3.4989,207120.06,187806.369
000404.SZ,20260629,7.7,8.15,7.7,8.06,7.41,8.7719,431146.58,344061.50481
000407.SZ,20260629,3.7,3.75,3.6,3.69,3.72,-0.8065,135354.54,49793.65676
000408.SZ,20260629,68.06,70.93,67.65,70.16,68.05,3.1007,132416.39,917401.69732
000409.SZ,20260629,8.51,8.51,8.12,8.17,8.4,-2.7381,58126.06,47854.05045
000410.SZ,20260629,4.52,4.61,4.38,4.58,4.56,0.4386,252539.33,114187.64942
000411.SZ,20260629,8.95,9.33,8.62,9.23,9.0,2.5556,72463.57,65063.39305
000415.SZ,20260629,4.16,4.17,3.99,4.11,4.16,-1.2019,707899.0,287564.896
000417.SZ,20260629,8.09,8.66,8.06,8.6,8.11,6.0419,1105108.42,929297.63555
000419.SZ,20260629,4.52,4.63,4.42,4.59,4.54,1.1013,65093.89,29609.10251
000420.SZ,20260629,4.16,4.43,4.11,4.2,4.03,4.2184,1592949.54,678090.50341
000421.SZ,20260629,5.05,5.08,4.87,5.03,5.05,-0.396,74462.0,37191.718
000422.SZ,20260629,13.53,13.99,13.51,13.58,13.26,2.4133,379943.29,520265.39689
000423.SZ,20260629,43.39,45.87,42.88,45.8,43.48,5.3358,73049.51,328050.51598
000425.SZ,20260629,8.14,8.56,7.91,8.46,8.22,2.9197,1370355.11,1142171.2724
000426.SZ,20260629,33.0,33.83,32.56,33.27,33.01,0.7876,552956.7,1833441.13099
000428.SZ,20260629,3.11,3.15,2.98,3.1,3.11,-0.3215,144620.16,44246.26726
000429.SZ,20260629,13.95,14.0,13.63,13.82,13.95,-0.9319,65298.12,90438.12076
000430.SZ,20260629,7.22,7.77,7.16,7.44,7.2,3.3333,105183.0,78191.508
000488.SZ,20260629,1.9,1.99,1.85,1.93,1.9,1.5789,167115.52,32011.54822
000498.SZ,20260629,4.79,4.84,4.69,4.82,4.81,0.2079,64775.0,30919.686
000501.SZ,20260629,6.59,6.79,6.4,6.72,6.5,3.3846,105626.12,70116.79458
000503.SZ,20260629,6.35,6.43,6.12,6.27,6.36,-1.4151,117229.76,73438.86504
000504.SZ,20260629,7.29,7.5,7.02,7.41,7.24,2.3481,77170.0,56240.376
000505.SZ,20260629,5.05,5.13,4.92,5.09,5.07,0.3945,89768.0,45283.178
000506.SZ,20260629,12.17,12.41,11.81,11.91,12.17,-2.1364,386674.0,464342.92138
000507.SZ,20260629,4.9,4.9,4.67,4.78,4.91,-2.6477,128994.41,61275.28662
000509.SZ,20260629,3.69,3.72,3.47,3.53,3.69,-4.336,493787.5,175368.765
000510.SZ,20260629,25.16,27.85,24.75,26.3,25.33,3.8295,708338.74,1871630.84404
000513.SZ,20260629,28.36,29.99,27.67,29.88,28.43,5.1002,86907.79,253839.38699
000514.SZ,20260629,3.67,3.71,3.54,3.67,3.67,0.0,85572.78,31182.6357
000516.SZ,20260629,3.85,4.02,3.82,3.98,3.87,2.8424,242435.5,95484.144
000517.SZ,20260629,1.67,1.68,1.6,1.65,1.68,-1.7857,266075.0,43665.626
000518.SZ,20260629,3.12,3.26,3.11,3.18,3.12,1.9231,402115.08,128477.67157
000519.SZ,20260629,20.55,20.95,19.41,19.62,20.38,-3.7291,845950.06,1694887.30279
000520.SZ,20260629,3.8,3.8,3.51,3.65,3.81,-4.1995,443732.0,159769.126
000521.SZ,20260629,5.49,5.49,5.22,5.49,4.99,10.02,371067.69,203350.13569
000523.SZ,20260629,2.56,2.6,2.5,2.58,2.57,0.3891,285809.44,73223.0571
000525.SZ,20260629,3.94,3.97,3.8,3.92,3.93,-0.2545,199493.01,77642.39003
000526.SZ,20260629,24.45,26.58,23.8,25.65,24.6,4.2683,44381.0,112392.404
000528.SZ,20260629,7.57,7.77,7.33,7.71,7.57,1.8494,382971.62,290682.96659
000529.SZ,20260629,4.37,4.44,4.26,4.4,4.39,0.2278,48943.39,21345.39543
000530.SZ,20260629,5.02,5.28,5.02,5.16,5.03,2.5845,191805.1,98982.39647
000531.SZ,20260629,6.08,6.18,5.99,6.12,6.12,0.0,102518.6,62359.124
000532.SZ,20260629,10.64,10.78,10.4,10.64,10.69,-0.4677,53757.17,56816.7394
000533.SZ,20260629,9.51,9.8,9.29,9.45,9.56,-1.1506,247416.84,234496.60717
000534.SZ,20260629,27.54,27.85,26.77,27.65,27.4,0.9124,167160.92,456887.87381
000536.SZ,20260629,3.1,3.18,3.0,3.09,3.13,-1.278,515893.97,158760.82357
000537.SZ,20260629,7.36,7.5,7.25,7.42,7.44,-0.2688,274413.71,202504.45993
000538.SZ,20260629,46.93,48.57,46.29,48.53,47.0,3.2553,133541.49,639157.51039
000539.SZ,20260629,6.55,6.99,6.48,6.83,6.53,4.5942,1465709.14,989947.93769
000541.SZ,20260629,5.1,5.35,5.09,5.29,5.14,2.9183,239454.33,126161.47389
000543.SZ,20260629,7.62,7.8,7.51,7.76,7.66,1.3055,349913.61,268574.67722
000544.SZ,20260629,7.13,7.16,6.97,7.14,7.13,0.1403,35120.75,24854.99725
000545.SZ,20260629,2.48,2.57,2.31,2.4,2.52,-4.7619,630538.29,151719.88744
000546.SZ,20260629,4.76,4.83,4.58,4.8,4.8,0.0,224690.0,106339.248
000547.SZ,20260629,18.72,18.85,18.15,18.3,18.86,-2.9692,960164.96,1766891.96435
000548.SZ,20260629,4.17,4.2,4.0,4.13,4.17,-0.9592,77143.08,31744.07208
000550.SZ,20260629,16.1,16.45,15.5,16.32,16.18,0.8653,32883.48,52803.47252
000551.SZ,20260629,18.75,20.08,18.39,20.08,18.25,10.0274,624368.97,1203043.64843
000552.SZ,20260629,2.28,2.31,2.23,2.3,2.27,1.3216,463303.0,105650.656
000553.SZ,20260629,5.54,5.56,5.27,5.5,5.54,-0.722,106630.01,57948.6644
000554.SZ,20260629,5.69,5.77,5.55,5.68,5.7,-0.3509,114208.0,64612.014
000555.SZ,20260629,10.52,10.61,10.18,10.27,10.56,-2.7462,201168.72,207591.088
000557.SZ,20260629,3.49,3.54,3.38,3.48,3.48,0.0,104314.39,36204.57182
000558.SZ,20260629,3.11,3.17,3.03,3.15,3.11,1.2862,322913.5,100564.7495
000559.SZ,20260629,12.61,12.75,12.27,12.51,12.63,-0.9501,478792.82,599073.8971
000560.SZ,20260629,2.1,2.11,2.01,2.07,2.1,-1.4286,759846.09,156463.71954
000561.SZ,20260629,7.18,7.27,7.0,7.2,7.25,-0.6897,119664.88,85653.08572
000563.SZ,20260629,2.81,2.83,2.73,2.81,2.81,0.0,349831.18,97670.82675
000564.SZ,20260629,1.36,1.36,1.28,1.32,1.36,-2.9412,2647315.61,348960.40772
000565.SZ,20260629,5.72,5.8,5.53,5.7,5.77,-1.2132,106767.09,60433.23435
000566.SZ,20260629,4.02,4.54,3.93,4.54,4.13,9.9274,983439.15,421921.11913
000567.SZ,20260629,5.72,5.77,5.51,5.74,5.72,0.3497,219040.22,123665.30941
000568.SZ,20260629,75.0,77.26,73.37,76.21,75.2,1.3431,193817.6,1468073.84413
000570.SZ,20260629,4.74,4.74,4.54,4.7,4.74,-0.8439,152867.24,71110.30516
000571.SZ,20260629,6.34,6.45,6.14,6.3,6.25,0.8,341021.22,213114.99588
000572.SZ,20260629,3.71,3.74,3.58,3.69,3.71,-0.5391,376823.01,138042.26066
000573.SZ,20260629,3.6,3.66,3.45,3.52,3.62,-2.7624,211011.05,74450.60211
000576.SZ,20260629,6.62,6.62,6.34,6.51,6.58,-1.0638,77219.92,49930.33586
000581.SZ,20260629,16.75,17.15,16.33,16.9,16.76,0.8353,83936.38,140322.71938
000582.SZ,20260629,10.61,10.7,10.21,10.53,10.67,-1.3121,415425.4,432575.20469
000586.SZ,20260629,13.34,13.52,12.56,12.97,13.47,-3.712,105996.0,136726.252
000589.SZ,20260629,4.11,4.13,4.0,4.12,4.11,0.2433,222786.19,90579.87521
000590.SZ,20260629,8.4,8.54,8.12,8.45,8.4,0.5952,56077.5,47007.982
000591.SZ,20260629,4.56,4.61,4.44,4.56,4.56,0.0,747344.41,338666.00537
000592.SZ,20260629,6.6,6.69,6.38,6.61,6.68,-1.0479,905208.48,591813.27703
000593.SZ,20260629,21.75,21.8,19.67,19.9,21.85,-8.9245,331654.5,664656.68245
000595.SZ,20260629,5.65,5.68,5.42,5.42,5.7,-4.9123,124566.0,68108.15998
000596.SZ,20260629,78.17,81.62,76.28,78.84,78.97,-0.1646,53873.94,426765.18518
000597.SZ,20260629,4.18,4.44,4.09,4.4,4.2,4.7619,167290.28,72236.10555
000598.SZ,20260629,6.46,6.51,6.2,6.46,6.46,0.0,332935.77,212190.87896
000599.SZ,20260629,4.32,4.32,4.12,4.26,4.31,-1.1601,175975.0,74469.356
000600.SZ,20260629,8.78,8.94,8.7,8.88,8.85,0.339,296357.92,261879.85707
000601.SZ,20260629,5.87,6.02,5.75,5.94,5.91,0.5076,510976.84,301825.23463
000603.SZ,20260629,21.18,21.57,20.43,21.0,21.17,-0.803,272861.24,569544.03947
000605.SZ,20260629,5.42,5.5,5.23,5.43,5.45,-0.367,63986.0,34406.131
000607.SZ,20260629,3.09,3.13,2.97,3.1,3.09,0.3236,145405.0,44465.7375
000608.SZ,20260629,6.84,6.84,6.08,6.31,6.73,-6.2407,492402.66,311047.78017
000609.SZ,20260629,12.9,12.9,12.3,12.9,12.29,4.9634,178978.0,227497.129
000610.SZ,20260629,5.4,5.53,5.26,5.38,5.54,-2.8881,54608.15,29195.0916
000612.SZ,20260629,10.86,11.05,10.6,10.93,10.87,0.552,331209.53,358990.7694
000615.SZ,20260629,3.05,3.09,3.0,3.06,3.08,-0.6494,67673.2,20597.3255
000617.SZ,20260629,6.66,6.74,6.5,6.68,6.64,0.6024,714111.35,474432.14101
000619.SZ,20260629,4.48,4.53,4.25,4.46,4.48,-0.4464,93871.0,41223.72
000620.SZ,20260629,3.39,3.45,3.08,3.18,3.42,-7.0175,6828386.83,2222706.23847
000623.SZ,20260629,17.6,18.2,17.49,18.1,17.54,3.1927,155431.05,278744.61491
000625.SZ,20260629,6.81,7.24,6.66,7.23,6.86,5.3936,1814887.5,1271184.18647
000626.SZ,20260629,6.49,6.53,6.23,6.4,6.49,-1.3867,78701.82,50256.9725
000628.SZ,20260629,47.25,48.24,45.44,46.11,47.39,-2.701,79199.41,369846.00301
000629.SZ,20260629,3.19,3.48,3.17,3.33,3.21,3.7383,2803285.59,935515.90748
000630.SZ,20260629,6.24,6.41,6.22,6.37,6.22,2.4116,4074870.94,2571242.40265
000631.SZ,20260629,2.9,3.05,2.81,3.03,2.9,4.4828,247565.34,72446.89061
000632.SZ,20260629,3.0,3.15,2.89,2.93,3.04,-3.6184,183982.0,54064.006
000633.SZ,20260629,4.69,4.83,4.57,4.76,4.8,-0.8333,107721.08,50854.78374
000635.SZ,20260629,6.33,6.33,5.97,6.13,6.28,-2.3885,75885.5,46392.13425
000636.SZ,20260629,78.53,84.0,77.08,80.27,78.5,2.2548,1465205.35,11781353.9787
000637.SZ,20260629,3.51,3.57,3.35,3.54,3.54,0.0,128123.39,44574.72438
000639.SZ,20260629,1.16,1.17,1.09,1.09,1.15,-5.2174,650827.75,71823.40195
000650.SZ,20260629,4.98,5.12,4.85,5.08,4.99,1.8036,206947.87,103630.97737
000651.SZ,20260629,37.45,38.19,37.05,37.92,37.02,2.4311,697857.79,2631487.54969
000652.SZ,20260629,3.38,3.41,3.31,3.38,3.39,-0.295,81241.56,27311.10272
000655.SZ,20260629,6.4,6.52,6.26,6.45,6.4,0.7813,63215.0,40621.729
000656.SZ,20260629,1.14,1.16,1.09,1.09,1.15,-5.2174,1539020.41,171121.03447
000657.SZ,20260629,98.0,101.5,91.68,95.57,99.51,-3.9594,1015099.8,9715373.78983
000659.SZ,20260629,3.13,3.15,3.03,3.11,3.13,-0.639,298854.82,92361.52908
000661.SZ,20260629,62.76,68.49,61.09,67.75,62.8,7.8822,154812.1,1023762.92963
000663.SZ,20260629,5.13,5.2,4.92,5.16,5.13,0.5848,76312.6,38806.428
000665.SZ,20260629,3.65,3.71,3.58,3.64,3.67,-0.8174,143157.0,52072.016
000668.SZ,20260629,22.68,23.35,22.33,22.8,22.7,0.4405,51258.07,117339.77596
000669.SZ,20260629,3.61,3.63,3.45,3.45,3.63,-4.9587,106788.0,37209.273
000670.SZ,20260629,7.6,7.62,7.07,7.12,7.6,-6.3158,558272.8,403350.2906
000672.SZ,20260629,21.78,23.36,21.6,22.26,21.55,3.2947,424522.58,948488.70983
000676.SZ,20260629,5.08,5.14,4.95,5.1,5.07,0.5917,284118.23,143775.53654
000677.SZ,20260629,1.49,1.51,1.48,1.48,1.56,-5.1282,395121.88,58687.17324
000678.SZ,20260629,8.35,8.41,8.05,8.35,8.35,0.0,130761.0,107972.18493
000679.SZ,20260629,6.22,6.37,6.0,6.21,6.26,-0.7987,141114.0,87517.216
000680.SZ,20260629,9.72,10.07,9.39,9.89,9.76,1.332,273644.86,266723.73644
000681.SZ,20260629,19.9,20.44,19.31,19.57,19.9,-1.6583,337848.45,669501.78936
000682.SZ,20260629,12.55,12.72,12.18,12.56,12.6,-0.3175,318274.27,395788.75528
000683.SZ,20260629,6.0,6.12,5.77,5.95,6.03,-1.3267,658321.46,391688.85048
000685.SZ,20260629,11.14,11.21,10.86,11.12,11.08,0.361,172616.1,191162.14126
000686.SZ,20260629,8.47,8.52,8.31,8.46,8.41,0.5945,414165.11,349075.00338
000688.SZ,20260629,32.7,34.26,30.5,33.42,32.26,3.5958,334228.02,1086828.04407
000690.SZ,20260629,4.7,4.81,4.61,4.75,4.72,0.6356,583652.06,275089.62569
000691.SZ,20260629,12.29,12.33,11.29,11.66,12.2,-4.4262,285776.5,334294.1598
000692.SZ,20260629,4.1,4.1,3.88,4.01,4.05,-0.9877,145321.3,57866.0103
000695.SZ,20260629,12.4,12.63,11.7,12.35,12.36,-0.0809,100727.0,122862.597
000697.SZ,20260629,10.32,10.59,10.11,10.33,10.32,0.0969,132049.0,136540.31214
000698.SZ,20260629,2.91,2.96,2.82,2.95,2.94,0.3401,56405.29,16358.40962
000700.SZ,20260629,14.19,14.57,13.4,13.86,14.13,-1.9108,864239.31,1212821.34884
000701.SZ,20260629,4.5,4.55,4.35,4.4,4.51,-2.439,142351.0,62725.317
000702.SZ,20260629,4.91,5.13,4.72,5.01,4.93,1.6227,110864.0,55066.526
000703.SZ,20260629,16.0,16.1,15.0,15.0,16.67,-10.018,760654.97,1161757.16507
000705.SZ,20260629,5.99,6.06,5.76,6.03,5.99,0.6678,69628.0,41458.018
000707.SZ,20260629,4.31,4.37,4.2,4.31,4.36,-1.1468,82927.0,35664.799
000708.SZ,20260629,12.9,13.22,12.69,12.97,12.95,0.1544,167413.53,216839.35532
000709.SZ,20260629,1.96,2.0,1.92,1.98,1.96,1.0204,911570.75,178824.87491
000710.SZ,20260629,7.35,7.64,7.2,7.64,7.37,3.6635,100364.42,75164.51974
000711.SZ,20260629,4.4,4.47,4.32,4.32,4.55,-5.0549,424662.0,184274.272
000712.SZ,20260629,8.67,8.77,8.49,8.6,8.71,-1.2629,186212.52,161001.38646
000713.SZ,20260629,5.24,5.37,5.2,5.32,5.26,1.1407,60039.72,31829.09194
000715.SZ,20260629,4.59,4.88,4.57,4.73,4.6,2.8261,109813.09,52271.22421
000716.SZ,20260629,4.05,4.13,3.94,4.1,4.06,0.9852,175852.22,71227.77992
000717.SZ,20260629,1.96,2.02,1.92,2.0,1.96,2.0408,272954.21,54175.23558
000718.SZ,20260629,1.71,1.74,1.66,1.72,1.72,0.0,288941.6,49242.961
000719.SZ,20260629,11.31,11.53,11.02,11.39,11.27,1.0648,54187.0,61346.8255
000720.SZ,20260629,3.62,3.78,3.58,3.65,3.68,-0.8152,335549.53,122413.09028
000721.SZ,20260629,5.56,5.6,5.4,5.52,5.55,-0.5405,87154.0,48027.755
000722.SZ,20260629,11.47,11.81,11.29,11.75,11.51,2.0851,145969.34,169985.68101
000723.SZ,20260629,3.48,3.52,3.37,3.43,3.49,-1.7192,433820.18,148913.49614
000725.SZ,20260629,7.96,8.21,7.51,7.95,7.79,2.0539,41524576.45,32489059.9646
000726.SZ,20260629,5.49,5.55,5.34,5.5,5.49,0.1821,47312.4,25778.769
000727.SZ,20260629,2.65,2.68,2.52,2.53,2.67,-5.2434,2017594.83,516834.06975
000728.SZ,20260629,7.68,7.77,7.47,7.53,7.66,-1.6971,819831.71,620227.35108
